id,page,system,bar_slot,role,voice_id,pitch,midi,recommended_slide_position,slide_positions,status,source_head_id
p13-s09-h3522,13,9,1,play,1,G3,55,4,4,omr_high_confidence,3522
p13-s09-h3568,13,9,1,play,1,D3,50,4,4,omr_high_confidence,3568
p13-s09-h3526,13,9,2,play,1,G3,55,4,4,omr_high_confidence,3526
p13-s09-h3572,13,9,2,play,1,D3,50,4,4,omr_high_confidence,3572
p13-s09-h3530,13,9,2,play,1,G3,55,4,4,omr_high_confidence,3530
p13-s09-h3576,13,9,2,play,1,D3,50,4,4,omr_high_confidence,3576
p13-s09-h3632,13,9,3,play,1,G2,43,4,4,omr_high_confidence,3632
p13-s09-h3640,13,9,3,play,1,G#2,44,3,3,omr_high_confidence,3640
p13-s09-h3622,13,9,4,play,1,A2,45,2,2,omr_high_confidence,3622
p13-s09-h3628,13,9,4,play,1,A#2,46,1,1,omr_high_confidence,3628
p13-s09-h3612,13,9,5,play,1,H2,47,7,7,omr_high_confidence,3612
p13-s09-h3689,13,9,5,play,1,C#3,49,5,5,omr_high_confidence,3689
p13-s09-h3584,13,9,5,play,1,D3,50,4,4,omr_high_confidence,3584
p13-s09-h3590,13,9,6,play,1,D#3,51,3,3,omr_high_confidence,3590
p13-s09-h3558,13,9,6,play,1,E3,52,2,2;7,omr_high_confidence,3558
p13-s09-h3546,13,9,6,play,1,F3,53,1,1;6,omr_high_confidence,3546
p13-s09-h3560,13,9,6,play,,E3,52,2,2;7,needs_review,3560
p13-s09-h3661,13,9,6,play,,G3,55,4,4,needs_review,3661
p13-s09-h3666,13,9,6,play,1,F3,53,1,1;6,omr_high_confidence,3666
p13-s10-h3834,13,10,1,play,1,G2,43,4,4,omr_high_confidence,3834
p13-s10-h3893,13,10,1,play,1,Bb2,46,1,1,omr_high_confidence,3893
p13-s10-h3793,13,10,2,play,1,C3,48,6,6,omr_high_confidence,3793
p13-s10-h3824,13,10,2,play,1,A2,45,2,2,omr_high_confidence,3824
p13-s10-h3840,13,10,3,play,1,G2,43,4,4,omr_high_confidence,3840
p13-s10-h3797,13,10,4,play,1,C3,48,6,6,omr_high_confidence,3797
p13-s10-h3830,13,10,4,play,1,A2,45,2,2,omr_high_confidence,3830
p13-s10-h3725,13,10,5,play,1,G3,55,4,4,omr_high_confidence,3725
p13-s10-h3735,13,10,5,play,1,F3,53,1,1;6,omr_high_confidence,3735
p13-s10-h3739,13,10,5,play,1,F3,53,1,1;6,omr_high_confidence,3739
p13-s10-h3761,13,10,5,play,1,E3,52,2,2;7,omr_high_confidence,3761
p13-s10-h3783,13,10,6,play,1,D#3,51,3,3,omr_high_confidence,3783
p13-s10-h3905,13,10,6,play,1,F2,41,6,6,omr_high_confidence,3905
p13-s10-h3769,13,10,6,play,1,E3,52,2,2;7,omr_high_confidence,3769
p13-s10-h3862,13,10,6,play,1,Fb3,52,2,2;7,omr_high_confidence,3862
p13-s10-h3858,13,10,6,play,1,F#3,54,5,5,omr_high_confidence,3858
p13-s10-h3729,13,10,7,play,1,G3,55,4,4,omr_high_confidence,3729
p13-s10-h3747,13,10,7,play,1,F3,53,1,1;6,omr_high_confidence,3747
p13-s10-h3860,13,10,7,play,1,F3,53,1,1;6,omr_high_confidence,3860
p13-s10-h3777,13,10,7,play,1,E3,52,2,2;7,omr_high_confidence,3777
p13-s11-h4071,13,11,1,play,1,D#3,51,3,3,omr_high_confidence,4071
p13-s11-h4149,13,11,1,play,1,E3,52,2,2;7,omr_high_confidence,4149
p13-s11-h3989,13,11,1,play,1,F3,53,1,1;6,omr_high_confidence,3989
p13-s11-h4122,13,11,1,play,1,F#3,54,5,5,omr_high_confidence,4122
p13-s11-h3925,13,11,2,play,1,G3,55,4,4,omr_high_confidence,3925
p13-s11-h4124,13,11,2,play,1,F#3,54,5,5,omr_high_confidence,4124
p13-s11-h4003,13,11,3,play,1,F3,53,1,1;6,omr_high_confidence,4003
p13-s11-h4087,13,11,3,play,1,A2,45,2,2,omr_high_confidence,4087
p13-s11-h4053,13,11,3,play,1,E3,52,2,2;7,needs_review,4053
p13-s11-h4059,13,11,4,play,1,Eb3,51,3,3,omr_high_confidence,4059
p13-s11-h4147,13,11,4,play,1,E3,52,2,2;7,omr_high_confidence,4147
p13-s11-h4126,13,11,5,play,1,F3,53,1,1;6,omr_high_confidence,4126
p13-s11-h4011,13,11,5,play,1,F#3,54,5,5,omr_high_confidence,4011
p13-s11-h3937,13,11,6,play,1,G3,55,4,4,omr_high_confidence,3937
p13-s11-h4095,13,11,6,play,1,G3,55,4,4,omr_high_confidence,4095
p13-s11-h4099,13,11,6,play,1,G3,55,4,4,omr_high_confidence,4099
p13-s11-h3941,13,11,6,play,1,G3,55,4,4,omr_high_confidence,3941
p13-s11-h3945,13,11,7,play,1,G3,55,4,4,omr_high_confidence,3945
p13-s11-h3949,13,11,7,play,1,G3,55,4,4,omr_high_confidence,3949
p13-s11-h4101,13,11,7,play,1,G3,55,4,4,omr_high_confidence,4101
p13-s11-h3953,13,11,7,play,1,G3,55,4,4,omr_high_confidence,3953
p13-s11-h3957,13,11,8,play,1,G3,55,4,4,omr_high_confidence,3957
p13-s11-h3961,13,11,8,play,1,G3,55,4,4,omr_high_confidence,3961
p13-s11-h3965,13,11,8,play,1,G3,55,4,4,omr_high_confidence,3965
p13-s11-h3969,13,11,9,play,1,G3,55,4,4,omr_high_confidence,3969
p13-s11-h3973,13,11,9,play,1,G3,55,4,4,omr_high_confidence,3973
p13-s11-h3977,13,11,9,play,1,G3,55,4,4,omr_high_confidence,3977
p13-s11-h3981,13,11,9,play,1,G3,55,4,4,omr_high_confidence,3981
p13-s12-h4193,13,12,1,play,1,G3,55,4,4,omr_high_confidence,4193
p13-s12-h4199,13,12,2,play,1,G3,55,4,4,omr_high_confidence,4199
p13-s12-h4203,13,12,3,play,1,G3,55,4,4,omr_high_confidence,4203
p13-s12-h4208,13,12,4,play,1,G3,55,4,4,omr_high_confidence,4208
p13-s12-h4212,13,12,4,play,1,G3,55,4,4,omr_high_confidence,4212
p13-s12-h4323,13,12,4,play,1,G2,43,4,4,omr_high_confidence,4323
p13-s12-h4423,13,12,4,play,1,G2,43,4,4,needs_review,4423
p13-s12-h4220,13,12,4,play,1,G3,55,4,4,omr_high_confidence,4220
p13-s12-h4224,13,12,5,play,1,G3,55,4,4,omr_high_confidence,4224
p13-s12-h4230,13,12,5,play,1,G3,55,4,4,omr_high_confidence,4230
p13-s12-h4232,13,12,6,play,1,G3,55,4,4,omr_high_confidence,4232
p13-s12-h4234,13,12,7,play,1,G3,55,4,4,omr_high_confidence,4234
p13-s12-h4283,13,12,9,play,1,E3,52,2,2;7,omr_high_confidence,4283
p13-s12-h4238,13,12,9,play,1,G3,55,4,4,omr_high_confidence,4238
p13-s12-h4305,13,12,9,play,1,C3,48,6,6,omr_high_confidence,4305
p13-s12-h4321,13,12,9,play,1,A2,45,2,2,omr_high_confidence,4321
