kind,note_id,movement,page,system,bar,group,onset_ticks,duration_ticks,rest_bars,pitch,midi,tie_to_next,tie_from_previous
note,tb2-p06-s02-n004,1,6,2,12,3,184,8,,Ab3,56,False,
note,tb2-p06-s02-n005,1,6,2,13,4,192,8,,A3,57,False,
note,tb2-p06-s02-n006,1,6,2,13,4,200,8,,D3,50,False,
note,tb2-p06-s02-n007,1,6,2,14,5,208,8,,D3,50,False,
note,tb2-p06-s02-n008,1,6,2,14,5,216,8,,Eb3,51,False,
note,tb2-p06-s02-n009,1,6,2,15,6,224,16,,G3,55,True,
note,tb2-p06-s02-n010,1,6,2,16,7,240,8,,G3,55,False,True
note,tb2-p06-s02-n011,1,6,2,16,7,248,8,,F#3,54,False,
note,tb2-p06-s02-n012,1,6,2,17,8,256,16,,G3,55,True,
note,tb2-p06-s02-n013,1,6,2,18,9,272,4,,G3,55,False,True
rest,,1,6,2,18,9,276,4,,,,,
rest,,1,6,2,18,9,280,8,,,,,
rest,,1,6,2,19,10,288,144,9,,,,
rest,,1,6,3,28,1,432,176,11,,,,
rest,,1,6,3,39,2,608,240,15,,,,
rest,,1,6,3,54,3,848,32,2,,,,
rest,,1,6,3,56,4,880,8,,,,,
rest,,1,6,3,56,4,888,4,,,,,
rest,,1,6,3,56,4,892,2,,,,,
note,tb2-p06-s03-n001,1,6,3,56,4,894,2,,D4,62,False,
note,tb2-p06-s03-n002,1,6,3,57,5,896,8,,B3,59,False,
note,tb2-p06-s03-n003,1,6,3,57,5,904,8,,B3,59,False,
note,tb2-p06-s04-n001,1,6,4,58,1,912,2,,D4,62,False,
rest,,1,6,4,58,1,914,2,,,,,
note,tb2-p06-s04-n002,1,6,4,58,1,916,2,,B3,59,False,
rest,,1,6,4,58,1,918,1,,,,,
note,tb2-p06-s04-n003,1,6,4,58,1,919,1,,B3,59,False,
note,tb2-p06-s04-n004,1,6,4,58,1,920,2,,D4,62,False,
rest,,1,6,4,58,1,922,2,,,,,
note,tb2-p06-s04-n005,1,6,4,58,1,924,2,,B3,59,False,
rest,,1,6,4,58,1,926,1,,,,,
note,tb2-p06-s04-n006,1,6,4,58,1,927,1,,B3,59,False,
note,tb2-p06-s04-n007,1,6,4,59,2,928,2,,D4,62,False,
rest,,1,6,4,59,2,930,2,,,,,
note,tb2-p06-s04-n008,1,6,4,59,2,932,2,,B3,59,False,
rest,,1,6,4,59,2,934,2,,,,,
rest,,1,6,4,59,2,936,4,,,,,
note,tb2-p06-s04-n009,1,6,4,59,2,940,2,,B3,59,False,
rest,,1,6,4,59,2,942,2,,,,,
note,tb2-p06-s04-n010,1,6,4,60,3,944,2,,B3,59,False,
rest,,1,6,4,60,3,946,2,,,,,
rest,,1,6,4,60,3,948,4,,,,,
rest,,1,6,4,60,3,952,8,,,,,
rest,,1,6,4,61,4,960,256,16,,,,
rest,,1,6,4,77,5,1216,192,12,,,,
rest,,1,6,4,89,6,1408,32,2,,,,
rest,,1,6,5,91,1,1440,64,4,,,,
note,tb2-p06-s05-n001,1,6,5,95,2,1504,2,,A#3,58,False,
rest,,1,6,5,95,2,1506,2,,,,,
rest,,1,6,5,95,2,1508,4,,,,,
rest,,1,6,5,95,2,1512,8,,,,,
rest,,1,6,5,96,3,1520,16,1,,,,
rest,,1,6,5,97,4,1536,64,4,,,,
note,tb2-p06-s05-n002,1,6,5,101,5,1600,4,,B3,59,False,
rest,,1,6,5,101,5,1604,4,,,,,
note,tb2-p06-s05-n003,1,6,5,101,5,1608,4,,F#3,54,False,
rest,,1,6,5,101,5,1612,4,,,,,
note,tb2-p06-s05-n004,1,6,5,102,6,1616,4,,C#4,61,False,
rest,,1,6,5,102,6,1620,4,,,,,
note,tb2-p06-s05-n005,1,6,5,102,6,1624,4,,G#3,56,False,
rest,,1,6,5,102,6,1628,4,,,,,
note,tb2-p06-s06-n001,1,6,6,103,1,1632,4,,D#4,63,False,
note,tb2-p06-s06-n002,1,6,6,103,1,1636,4,,C#4,61,False,
note,tb2-p06-s06-n003,1,6,6,103,1,1640,4,,E4,64,False,
note,tb2-p06-s06-n004,1,6,6,103,1,1644,4,,D#4,63,False,
note,tb2-p06-s06-n005,1,6,6,104,2,1648,4,,G#4,68,False,
note,tb2-p06-s06-n006,1,6,6,104,2,1652,4,,E4,64,False,
note,tb2-p06-s06-n007,1,6,6,104,2,1656,4,,C#4,61,False,
note,tb2-p06-s06-n008,1,6,6,104,2,1660,4,,F#3,54,False,
note,tb2-p06-s06-n009,1,6,6,105,3,1664,4,,G#3,56,False,
note,tb2-p06-s06-n010,1,6,6,105,3,1668,2,,F#3,54,False,
note,tb2-p06-s06-n011,1,6,6,105,3,1670,2,,E3,52,False,
note,tb2-p06-s06-n012,1,6,6,105,3,1672,2,,D#3,51,False,
note,tb2-p06-s06-n013,1,6,6,105,3,1674,2,,C#3,49,False,
note,tb2-p06-s06-n014,1,6,6,105,3,1676,4,,F#3,54,False,
note,tb2-p06-s06-n015,1,6,6,106,4,1680,4,,G#3,56,False,
note,tb2-p06-s06-n016,1,6,6,106,4,1684,4,,E4,64,False,
note,tb2-p06-s06-n017,1,6,6,106,4,1688,4,,C#4,61,False,
note,tb2-p06-s06-n018,1,6,6,106,4,1692,4,,F#3,54,False,
note,tb2-p06-s06-n019,1,6,6,107,5,1696,4,,G#3,56,False,
note,tb2-p06-s06-n020,1,6,6,107,5,1700,2,,F#3,54,False,
note,tb2-p06-s06-n021,1,6,6,107,5,1702,2,,E3,52,False,
note,tb2-p06-s06-n022,1,6,6,107,5,1704,2,,D#3,51,False,
note,tb2-p06-s06-n023,1,6,6,107,5,1706,2,,C#3,49,False,
note,tb2-p06-s06-n024,1,6,6,107,5,1708,4,,F#3,54,False,
note,tb2-p06-s06-n025,1,6,6,108,6,1712,4,,G#3,56,False,
note,tb2-p06-s06-n026,1,6,6,108,6,1716,4,,E4,64,False,
note,tb2-p06-s06-n027,1,6,6,108,6,1720,4,,C#4,61,False,
note,tb2-p06-s06-n028,1,6,6,108,6,1724,4,,F#3,54,False,
note,tb2-p06-s07-n001,1,6,7,109,1,1728,4,,B3,59,False,
rest,,1,6,7,109,1,1732,2,,,,,
note,tb2-p06-s07-n002,1,6,7,109,1,1734,2,,A#3,58,False,
note,tb2-p06-s07-n003,1,6,7,109,1,1736,4,,B3,59,False,
rest,,1,6,7,109,1,1740,2,,,,,
note,tb2-p06-s07-n004,1,6,7,109,1,1742,2,,A#3,58,False,
note,tb2-p06-s07-n005,1,6,7,110,2,1744,4,,B3,59,False,
rest,,1,6,7,110,2,1748,2,,,,,
note,tb2-p06-s07-n006,1,6,7,110,2,1750,2,,A#3,58,False,
note,tb2-p06-s07-n007,1,6,7,110,2,1752,4,,B3,59,False,
rest,,1,6,7,110,2,1756,2,,,,,
note,tb2-p06-s07-n008,1,6,7,110,2,1758,2,,A#3,58,False,
note,tb2-p06-s07-n009,1,6,7,111,3,1760,8,,D#4,63,False,
note,tb2-p06-s07-n010,1,6,7,111,3,1768,8,,D#4,63,False,
note,tb2-p06-s07-n011,1,6,7,112,4,1776,12,,D#4,63,False,
note,tb2-p06-s07-n012,1,6,7,112,4,1788,2,,D#4,63,False,
note,tb2-p06-s07-n013,1,6,7,112,4,1790,2,,D#4,63,False,
note,tb2-p06-s07-n014,1,6,7,113,5,1792,4,,D#4,63,False,
note,tb2-p06-s07-n015,1,6,7,113,5,1796,4,,D#4,63,False,
note,tb2-p06-s07-n016,1,6,7,113,5,1800,4,,D#4,63,False,
note,tb2-p06-s07-n017,1,6,7,113,5,1804,4,,D#4,63,False,
note,tb2-p06-s07-n018,1,6,7,114,6,1808,16,,D#4,63,False,
rest,,1,6,7,115,7,1824,192,12,,,,
note,tb2-p06-s07-n019,1,6,7,127,8,2016,16,,G3,55,False,
note,tb2-p06-s08-n001,1,6,8,128,1,2032,8,,Bb3,58,False,
note,tb2-p06-s08-n002,1,6,8,128,1,2040,8,,A3,57,False,
note,tb2-p06-s08-n003,1,6,8,129,2,2048,16,,G3,55,True,
note,tb2-p06-s08-n004,1,6,8,130,3,2064,8,,G3,55,False,True
note,tb2-p06-s08-n005,1,6,8,130,3,2072,8,,Gb3,54,False,
note,tb2-p06-s08-n006,1,6,8,131,4,2080,8,,F3,53,False,
note,tb2-p06-s08-n007,1,6,8,131,4,2088,8,,A3,57,False,
note,tb2-p06-s08-n008,1,6,8,132,5,2096,8,,G3,55,False,
rest,,1,6,8,132,5,2104,8,,,,,
note,tb2-p06-s08-n009,1,6,8,133,6,2112,8,,G3,55,False,
note,tb2-p06-s08-n010,1,6,8,133,6,2120,8,,F3,53,False,
note,tb2-p06-s08-n011,1,6,8,134,7,2128,8,,Eb3,51,False,
note,tb2-p06-s08-n012,1,6,8,134,7,2136,8,,F3,53,False,
note,tb2-p06-s08-n013,1,6,8,135,8,2144,16,,G3,55,False,
note,tb2-p06-s08-n014,1,6,8,136,9,2160,16,,Ab3,56,True,
note,tb2-p06-s08-n015,1,6,8,137,10,2176,8,,Ab3,56,False,True
rest,,1,6,8,137,10,2184,8,,,,,
note,tb2-p06-s09-n001,1,6,9,138,1,2192,8,,G3,55,False,
note,tb2-p06-s09-n002,1,6,9,138,1,2200,8,,Ab3,56,False,
note,tb2-p06-s09-n003,1,6,9,139,2,2208,8,,A3,57,False,
note,tb2-p06-s09-n004,1,6,9,139,2,2216,8,,D3,50,False,
note,tb2-p06-s09-n005,1,6,9,140,3,2224,8,,D3,50,False,
note,tb2-p06-s09-n006,1,6,9,140,3,2232,8,,Eb3,51,False,
note,tb2-p06-s09-n007,1,6,9,141,4,2240,16,,G3,55,True,
note,tb2-p06-s09-n008,1,6,9,142,5,2256,8,,G3,55,False,True
note,tb2-p06-s09-n009,1,6,9,142,5,2264,8,,F#3,54,False,
note,tb2-p06-s09-n010,1,6,9,143,6,2272,16,,G3,55,True,
note,tb2-p06-s09-n011,1,6,9,144,7,2288,4,,G3,55,False,True
rest,,1,6,9,144,7,2292,4,,,,,
rest,,1,6,9,144,7,2296,8,,,,,
rest,,1,6,9,145,8,2304,176,11,,,,
note,tb2-p06-s09-n012,1,6,9,156,9,2480,16,,A3,57,False,
rest,,1,6,9,157,10,2496,128,8,,,,
note,tb2-p07-s01-n001,1,7,1,165,1,2624,2,,C#4,61,False,
rest,,1,7,1,165,1,2626,2,,,,,
rest,,1,7,1,165,1,2628,4,,,,,
rest,,1,7,1,165,1,2632,8,,,,,
rest,,1,7,1,166,2,2640,128,8,,,,
rest,,1,7,1,174,3,2768,224,14,,,,
rest,,1,7,1,188,4,2992,160,10,,,,
rest,,1,7,1,198,5,3152,64,4,,,,
note,tb2-p07-s01-n002,1,7,1,202,6,3216,2,,C4,60,False,
note,tb2-p07-s01-n003,1,7,1,202,6,3218,2,,C4,60,False,
note,tb2-p07-s01-n004,1,7,1,202,6,3220,2,,C4,60,False,
note,tb2-p07-s01-n005,1,7,1,202,6,3222,2,,C4,60,False,
rest,,1,7,1,202,6,3224,8,,,,,
note,tb2-p07-s02-n001,1,7,2,203,1,3232,2,,C4,60,False,
note,tb2-p07-s02-n002,1,7,2,203,1,3234,2,,C4,60,False,
note,tb2-p07-s02-n003,1,7,2,203,1,3236,2,,C4,60,False,
note,tb2-p07-s02-n004,1,7,2,203,1,3238,2,,C4,60,False,
rest,,1,7,2,203,1,3240,8,,,,,
note,tb2-p07-s02-n005,1,7,2,204,2,3248,2,,C4,60,False,
note,tb2-p07-s02-n006,1,7,2,204,2,3250,2,,C4,60,False,
note,tb2-p07-s02-n007,1,7,2,204,2,3252,2,,C4,60,False,
note,tb2-p07-s02-n008,1,7,2,204,2,3254,2,,C4,60,False,
rest,,1,7,2,204,2,3256,8,,,,,
note,tb2-p07-s02-n009,1,7,2,205,3,3264,16,,E4,64,True,
note,tb2-p07-s02-n010,1,7,2,206,4,3280,16,,E4,64,False,True
rest,,1,7,2,207,5,3296,192,12,,,,
note,tb2-p07-s02-n011,1,7,2,219,6,3488,8,,G3,55,True,
note,tb2-p07-s02-n012,1,7,2,219,6,3496,2,,G3,55,False,True
rest,,1,7,2,219,6,3498,2,,,,,
rest,,1,7,2,219,6,3500,4,,,,,
rest,,1,7,2,220,7,3504,4,,,,,
note,tb2-p07-s02-n013,1,7,2,220,7,3508,2,,Bb3,58,False,
rest,,1,7,2,220,7,3510,2,,,,,
rest,,1,7,2,220,7,3512,4,,,,,
note,tb2-p07-s02-n014,1,7,2,220,7,3516,2,,A3,57,False,
rest,,1,7,2,220,7,3518,2,,,,,
rest,,1,7,2,221,8,3520,4,,,,,
note,tb2-p07-s02-n015,1,7,2,221,8,3524,2,,F3,53,False,
rest,,1,7,2,221,8,3526,2,,,,,
note,tb2-p07-s02-n016,1,7,2,221,8,3528,4,,Eb3,51,False,
rest,,1,7,2,221,8,3532,4,,,,,
rest,,1,7,3,222,1,3536,4,,,,,
note,tb2-p07-s03-n001,1,7,3,222,1,3540,4,,F3,53,False,
rest,,1,7,3,222,1,3544,4,,,,,
note,tb2-p07-s03-n002,1,7,3,222,1,3548,4,,Gb3,54,False,
rest,,1,7,3,223,2,3552,4,,,,,
note,tb2-p07-s03-n003,1,7,3,223,2,3556,4,,D3,50,False,
rest,,1,7,3,223,2,3560,4,,,,,
note,tb2-p07-s03-n004,1,7,3,223,2,3564,4,,A3,57,False,
rest,,1,7,3,224,3,3568,4,,,,,
note,tb2-p07-s03-n005,1,7,3,224,3,3572,4,,D3,50,False,
rest,,1,7,3,224,3,3576,8,,,,,
rest,,1,7,3,225,4,3584,4,,,,,
note,tb2-p07-s03-n006,1,7,3,225,4,3588,4,,Bb3,58,False,
rest,,1,7,3,225,4,3592,4,,,,,
note,tb2-p07-s03-n007,1,7,3,225,4,3596,4,,A3,57,False,
rest,,1,7,3,226,5,3600,4,,,,,
note,tb2-p07-s03-n008,1,7,3,226,5,3604,4,,G3,55,False,
rest,,1,7,3,226,5,3608,4,,,,,
note,tb2-p07-s03-n009,1,7,3,226,5,3612,4,,G3,55,False,
rest,,1,7,3,227,6,3616,4,,,,,
note,tb2-p07-s03-n010,1,7,3,227,6,3620,4,,Eb3,51,False,
rest,,1,7,3,227,6,3624,4,,,,,
note,tb2-p07-s03-n011,1,7,3,227,6,3628,4,,Eb3,51,False,
rest,,1,7,3,228,7,3632,4,,,,,
note,tb2-p07-s03-n012,1,7,3,228,7,3636,4,,Eb3,51,False,
rest,,1,7,3,228,7,3640,4,,,,,
note,tb2-p07-s03-n013,1,7,3,228,7,3644,4,,F3,53,False,
rest,,1,7,3,229,8,3648,4,,,,,
note,tb2-p07-s03-n014,1,7,3,229,8,3652,4,,Eb3,51,False,
rest,,1,7,3,229,8,3656,8,,,,,
rest,,1,7,4,230,1,3664,4,,,,,
note,tb2-p07-s04-n001,1,7,4,230,1,3668,4,,Eb3,51,False,
rest,,1,7,4,230,1,3672,4,,,,,
note,tb2-p07-s04-n002,1,7,4,230,1,3676,4,,Ab3,56,False,
rest,,1,7,4,231,2,3680,4,,,,,
note,tb2-p07-s04-n003,1,7,4,231,2,3684,4,,A3,57,False,
rest,,1,7,4,231,2,3688,4,,,,,
note,tb2-p07-s04-n004,1,7,4,231,2,3692,4,,A3,57,False,
note,tb2-p07-s04-n005,1,7,4,232,3,3696,4,,Bb3,58,False,
rest,,1,7,4,232,3,3700,4,,,,,
note,tb2-p07-s04-n006,1,7,4,232,3,3704,4,,G3,55,False,
rest,,1,7,4,232,3,3708,2,,,,,
note,tb2-p07-s04-n007,1,7,4,232,3,3710,2,,A3,57,False,
note,tb2-p07-s04-n008,1,7,4,233,4,3712,16,,Bb3,58,False,
note,tb2-p07-s04-n009,1,7,4,234,5,3728,8,,A3,57,False,
note,tb2-p07-s04-n010,1,7,4,234,5,3736,4,,B3,59,False,
note,tb2-p07-s04-n011,1,7,4,234,5,3740,4,,C4,60,False,
note,tb2-p07-s04-n012,1,7,4,235,6,3744,16,,B3,59,True,
note,tb2-p07-s04-n013,1,7,4,236,7,3760,16,,B3,59,True,True
note,tb2-p07-s04-n014,1,7,4,237,8,3776,4,,B3,59,False,True
rest,,1,7,4,237,8,3780,4,,,,,
rest,,1,7,4,237,8,3784,8,,,,,
rest,,1,7,4,238,9,3792,16,1,,,,
rest,,1,7,5,239,1,3808,96,6,,,,
note,tb2-p07-s05-n001,1,7,5,245,2,3904,16,,D3,50,False,
rest,,1,7,5,246,3,3920,16,1,,,,
note,tb2-p07-s05-n002,1,7,5,247,4,3936,16,,D3,50,False,
rest,,1,7,5,248,5,3952,16,1,,,,
note,tb2-p07-s05-n003,1,7,5,249,6,3968,16,,F3,53,False,
rest,,1,7,5,250,7,3984,16,1,,,,
rest,,1,7,5,251,8,4000,64,4,,,,
rest,,1,7,5,255,9,4064,320,20,,,,
rest,,1,7,5,275,10,4384,48,3,,,,
rest,,1,7,6,278,1,4432,16,1,,,,
note,tb2-p07-s06-n001,1,7,6,279,2,4448,4,,G3,55,False,
rest,,1,7,6,279,2,4452,4,,,,,
note,tb2-p07-s06-n002,1,7,6,279,2,4456,4,,D3,50,False,
rest,,1,7,6,279,2,4460,4,,,,,
note,tb2-p07-s06-n003,1,7,6,280,3,4464,4,,A3,57,False,
rest,,1,7,6,280,3,4468,4,,,,,
note,tb2-p07-s06-n004,1,7,6,280,3,4472,4,,E3,52,False,
rest,,1,7,6,280,3,4476,4,,,,,
note,tb2-p07-s06-n005,1,7,6,281,4,4480,4,,B3,59,False,
note,tb2-p07-s06-n006,1,7,6,281,4,4484,4,,A3,57,False,
note,tb2-p07-s06-n007,1,7,6,281,4,4488,4,,C4,60,False,
note,tb2-p07-s06-n008,1,7,6,281,4,4492,4,,B3,59,False,
note,tb2-p07-s06-n009,1,7,6,282,5,4496,4,,E4,64,False,
note,tb2-p07-s06-n010,1,7,6,282,5,4500,4,,C4,60,False,
note,tb2-p07-s06-n011,1,7,6,282,5,4504,4,,A3,57,False,
note,tb2-p07-s06-n012,1,7,6,282,5,4508,4,,D4,62,False,
note,tb2-p07-s06-n013,1,7,6,283,6,4512,4,,E4,64,False,
note,tb2-p07-s06-n014,1,7,6,283,6,4516,2,,D4,62,False,
note,tb2-p07-s06-n015,1,7,6,283,6,4518,2,,C4,60,False,
note,tb2-p07-s06-n016,1,7,6,283,6,4520,2,,B3,59,False,
note,tb2-p07-s06-n017,1,7,6,283,6,4522,2,,A3,57,False,
note,tb2-p07-s06-n018,1,7,6,283,6,4524,4,,D4,62,False,
note,tb2-p07-s06-n019,1,7,6,284,7,4528,4,,E4,64,False,
note,tb2-p07-s06-n020,1,7,6,284,7,4532,4,,C4,60,False,
note,tb2-p07-s06-n021,1,7,6,284,7,4536,4,,A3,57,False,
note,tb2-p07-s06-n022,1,7,6,284,7,4540,4,,D4,62,False,
note,tb2-p07-s07-n001,1,7,7,285,1,4544,4,,E4,64,False,
note,tb2-p07-s07-n002,1,7,7,285,1,4548,2,,D4,62,False,
note,tb2-p07-s07-n003,1,7,7,285,1,4550,2,,C4,60,False,
note,tb2-p07-s07-n004,1,7,7,285,1,4552,2,,B3,59,False,
note,tb2-p07-s07-n005,1,7,7,285,1,4554,2,,A3,57,False,
note,tb2-p07-s07-n006,1,7,7,285,1,4556,4,,D4,62,False,
note,tb2-p07-s07-n007,1,7,7,286,2,4560,4,,E4,64,False,
note,tb2-p07-s07-n008,1,7,7,286,2,4564,4,,C4,60,False,
note,tb2-p07-s07-n009,1,7,7,286,2,4568,4,,A3,57,False,
note,tb2-p07-s07-n010,1,7,7,286,2,4572,4,,D4,62,False,
note,tb2-p07-s07-n011,1,7,7,287,3,4576,4,,G3,55,False,
rest,,1,7,7,287,3,4580,2,,,,,
note,tb2-p07-s07-n012,1,7,7,287,3,4582,2,,F#3,54,False,
note,tb2-p07-s07-n013,1,7,7,287,3,4584,4,,G3,55,False,
rest,,1,7,7,287,3,4588,2,,,,,
note,tb2-p07-s07-n014,1,7,7,287,3,4590,2,,F#3,54,False,
note,tb2-p07-s07-n015,1,7,7,288,4,4592,4,,G3,55,False,
rest,,1,7,7,288,4,4596,2,,,,,
note,tb2-p07-s07-n016,1,7,7,288,4,4598,2,,F#3,54,False,
note,tb2-p07-s07-n017,1,7,7,288,4,4600,4,,G3,55,False,
rest,,1,7,7,288,4,4604,2,,,,,
note,tb2-p07-s07-n018,1,7,7,288,4,4606,2,,F#3,54,False,
note,tb2-p07-s07-n019,1,7,7,289,5,4608,4,,G3,55,False,
note,tb2-p07-s07-n020,1,7,7,289,5,4612,4,,E4,64,False,
note,tb2-p07-s07-n021,1,7,7,289,5,4616,2,,B3,59,False,
rest,,1,7,7,289,5,4618,1,,,,,
note,tb2-p07-s07-n022,1,7,7,289,5,4619,1,,G3,55,False,
note,tb2-p07-s07-n023,1,7,7,289,5,4620,2,,E3,52,False,
rest,,1,7,7,289,5,4622,1,,,,,
note,tb2-p07-s07-n024,1,7,7,289,5,4623,1,,G3,55,False,
note,tb2-p07-s08-n001,1,7,8,290,1,4624,4,,B3,59,False,
note,tb2-p07-s08-n002,1,7,8,290,1,4628,4,,G3,55,False,
note,tb2-p07-s08-n003,1,7,8,290,1,4632,2,,B3,59,False,
rest,,1,7,8,290,1,4634,1,,,,,
note,tb2-p07-s08-n004,1,7,8,290,1,4635,1,,G3,55,False,
note,tb2-p07-s08-n005,1,7,8,290,1,4636,2,,E3,52,False,
rest,,1,7,8,290,1,4638,1,,,,,
note,tb2-p07-s08-n006,1,7,8,290,1,4639,1,,G3,55,False,
note,tb2-p07-s08-n007,1,7,8,291,2,4640,2,,B3,59,False,
rest,,1,7,8,291,2,4642,2,,,,,
rest,,1,7,8,291,2,4644,4,,,,,
note,tb2-p07-s08-n008,1,7,8,291,2,4648,2,,D4,62,False,
rest,,1,7,8,291,2,4650,2,,,,,
rest,,1,7,8,291,2,4652,4,,,,,
note,tb2-p07-s08-n009,1,7,8,292,3,4656,2,,G3,55,False,
rest,,1,7,8,292,3,4658,2,,,,,
rest,,1,7,8,292,3,4660,4,,,,,
note,tb2-p07-s08-n010,1,7,8,292,3,4664,2,,B3,59,False,
rest,,1,7,8,292,3,4666,2,,,,,
rest,,1,7,8,292,3,4668,4,,,,,
note,tb2-p07-s08-n011,1,7,8,293,4,4672,4,,D4,62,False,
rest,,1,7,8,293,4,4676,3,,,,,
note,tb2-p07-s08-n012,1,7,8,293,4,4679,1,,D4,62,False,
note,tb2-p07-s08-n013,1,7,8,293,4,4680,8,,D#4,63,False,
note,tb2-p07-s08-n014,1,7,8,294,5,4688,2,,E4,64,False,
rest,,1,7,8,294,5,4690,2,,,,,
rest,,1,7,8,294,5,4692,3,,,,,
note,tb2-p07-s08-n015,1,7,8,294,5,4695,1,,E4,64,False,
note,tb2-p07-s08-n016,1,7,8,294,5,4696,8,,D#4,63,False,
note,tb2-p07-s08-n017,1,7,8,295,6,4704,2,,E4,64,False,
rest,,1,7,8,295,6,4706,2,,,,,
rest,,1,7,8,295,6,4708,3,,,,,
note,tb2-p07-s08-n018,1,7,8,295,6,4711,1,,E4,64,False,
note,tb2-p07-s08-n019,1,7,8,295,6,4712,8,,D#4,63,False,
note,tb2-p07-s09-n001,1,7,9,296,1,4720,2,,E4,64,False,
rest,,1,7,9,296,1,4722,2,,,,,
rest,,1,7,9,296,1,4724,3,,,,,
note,tb2-p07-s09-n002,1,7,9,296,1,4727,1,,E4,64,False,
note,tb2-p07-s09-n003,1,7,9,296,1,4728,8,,E#4,65,False,
note,tb2-p07-s09-n004,1,7,9,297,2,4736,16,,F#4,66,False,
note,tb2-p07-s09-n005,1,7,9,298,3,4752,16,,A#3,58,False,
note,tb2-p07-s09-n006,1,7,9,299,4,4768,8,,A3,57,False,
note,tb2-p07-s09-n007,1,7,9,299,4,4776,8,,A3,57,False,
note,tb2-p07-s09-n008,1,7,9,300,5,4784,4,,A3,57,False,
note,tb2-p07-s09-n009,1,7,9,300,5,4788,4,,A3,57,False,
note,tb2-p07-s09-n010,1,7,9,300,5,4792,4,,Bb3,58,False,
note,tb2-p07-s09-n011,1,7,9,300,5,4796,4,,A3,57,False,
note,tb2-p07-s09-n012,1,7,9,301,6,4800,2,,G3,55,False,
rest,,1,7,9,301,6,4802,2,,,,,
note,tb2-p07-s09-n013,1,7,9,301,6,4804,2,,A3,57,False,
note,tb2-p07-s09-n014,1,7,9,301,6,4806,2,,Ab3,56,False,
note,tb2-p07-s09-n015,1,7,9,301,6,4808,8,,Ab3,56,False,
note,tb2-p07-s09-n016,1,7,9,302,7,4816,2,,G3,55,False,
rest,,1,7,9,302,7,4818,2,,,,,
note,tb2-p07-s09-n017,1,7,9,302,7,4820,4,,Ab3,56,False,
note,tb2-p07-s09-n018,1,7,9,302,7,4824,8,,Ab3,56,False,
note,tb2-p07-s09-n019,1,7,9,303,8,4832,2,,B3,59,False,
rest,,1,7,9,303,8,4834,2,,,,,
rest,,1,7,9,303,8,4836,4,,,,,
rest,,1,7,9,303,8,4840,8,,,,,
rest,,1,7,9,304,9,4848,16,1,,,,
rest,,1,7,10,305,1,4864,8,,,,,
rest,,1,7,10,305,1,4872,4,,,,,
note,tb2-p07-s10-n001,1,7,10,305,1,4876,4,,A3,57,False,
note,tb2-p07-s10-n002,1,7,10,306,2,4880,4,,G3,55,False,
rest,,1,7,10,306,2,4884,4,,,,,
rest,,1,7,10,306,2,4888,8,,,,,
rest,,1,7,10,307,3,4896,16,1,,,,
rest,,1,7,10,308,4,4912,8,,,,,
rest,,1,7,10,308,4,4920,4,,,,,
note,tb2-p07-s10-n003,1,7,10,308,4,4924,4,,A3,57,False,
rest,,1,7,10,309,5,4928,8,,,,,
rest,,1,7,10,309,5,4936,4,,,,,
note,tb2-p07-s10-n004,1,7,10,309,5,4940,4,,A3,57,False,
rest,,1,7,10,310,6,4944,8,,,,,
rest,,1,7,10,310,6,4952,4,,,,,
note,tb2-p07-s10-n005,1,7,10,310,6,4956,4,,A3,57,False,
note,tb2-p07-s10-n006,1,7,10,311,7,4960,16,,A3,57,True,
note,tb2-p07-s10-n007,1,7,10,312,8,4976,16,,A3,57,False,True
note,tb2-p07-s10-n008,1,7,10,313,9,4992,16,,G3,55,True,
note,tb2-p07-s10-n009,1,7,10,314,10,5008,16,,G3,55,True,True
note,tb2-p07-s11-n001,1,7,11,315,1,5024,2,,G3,55,False,True
rest,,1,7,11,315,1,5026,2,,,,,
rest,,1,7,11,315,1,5028,4,,,,,
note,tb2-p07-s11-n002,1,7,11,315,1,5032,2,,G3,55,False,
rest,,1,7,11,315,1,5034,2,,,,,
rest,,1,7,11,315,1,5036,4,,,,,
note,tb2-p07-s11-n003,1,7,11,316,2,5040,2,,G3,55,False,
rest,,1,7,11,316,2,5042,2,,,,,
rest,,1,7,11,316,2,5044,4,,,,,
note,tb2-p07-s11-n004,1,7,11,316,2,5048,2,,G3,55,False,
rest,,1,7,11,316,2,5050,2,,,,,
rest,,1,7,11,316,2,5052,4,,,,,
note,tb2-p07-s11-n005,1,7,11,317,3,5056,2,,G3,55,False,
rest,,1,7,11,317,3,5058,2,,,,,
note,tb2-p07-s11-n006,1,7,11,317,3,5060,2,,G3,55,False,
rest,,1,7,11,317,3,5062,2,,,,,
note,tb2-p07-s11-n007,1,7,11,317,3,5064,2,,G3,55,False,
rest,,1,7,11,317,3,5066,2,,,,,
note,tb2-p07-s11-n008,1,7,11,317,3,5068,2,,G3,55,False,
rest,,1,7,11,317,3,5070,2,,,,,
note,tb2-p07-s11-n009,1,7,11,318,4,5072,2,,G3,55,False,
rest,,1,7,11,318,4,5074,2,,,,,
rest,,1,7,11,318,4,5076,4,,,,,
rest,,1,7,11,318,4,5080,8,,,,,
rest,,4,8,1,1,1,0,128,16,,,,
rest,,4,8,1,17,2,128,8,1,,,,
rest,,4,8,1,18,3,136,64,8,,,,
rest,,4,8,1,26,4,200,64,8,,,,
